CMDLINE /home/alfredo/.cache/pypoetry/virtualenvs/db-sicredi-BphEo1On-py3.11/bin/python script/worst_performance/question2.py
MEM 26.195312 1713397026.0452
MEM 26.195312 1713397026.1454
MEM 26.195312 1713397026.2456
MEM 26.195312 1713397026.3458
MEM 26.195312 1713397026.4459
MEM 26.195312 1713397026.5461
MEM 26.195312 1713397026.6462
MEM 26.195312 1713397026.7463
MEM 26.195312 1713397026.8465
MEM 26.195312 1713397026.9467
MEM 26.195312 1713397027.0469
MEM 26.195312 1713397027.1470
MEM 26.195312 1713397027.2471
MEM 26.195312 1713397027.3472
MEM 26.195312 1713397027.4474
MEM 26.195312 1713397027.5475
MEM 26.195312 1713397027.6477
MEM 26.195312 1713397027.7478
MEM 26.195312 1713397027.8480
MEM 26.195312 1713397027.9481
MEM 26.195312 1713397028.0483
MEM 26.195312 1713397028.1485
MEM 26.195312 1713397028.2486
MEM 26.195312 1713397028.3488
MEM 26.195312 1713397028.4490
MEM 26.195312 1713397028.5492
MEM 26.195312 1713397028.6493
MEM 26.195312 1713397028.7495
MEM 26.195312 1713397028.8496
MEM 26.195312 1713397028.9498
MEM 26.195312 1713397029.0500
MEM 26.195312 1713397029.1502
MEM 26.195312 1713397029.2503
MEM 26.195312 1713397029.3504
MEM 26.195312 1713397029.4506
MEM 26.195312 1713397029.5507
MEM 26.195312 1713397029.6509
MEM 26.195312 1713397029.7510
MEM 26.195312 1713397029.8511
MEM 26.195312 1713397029.9513
MEM 26.195312 1713397030.0514
MEM 26.195312 1713397030.1516
MEM 26.195312 1713397030.2517
MEM 26.195312 1713397030.3519
MEM 26.195312 1713397030.4521
MEM 26.195312 1713397030.5522
MEM 26.195312 1713397030.6523
MEM 26.195312 1713397030.7525
MEM 26.195312 1713397030.8526
MEM 26.195312 1713397030.9527
MEM 26.195312 1713397031.0530
MEM 26.195312 1713397031.1532
MEM 26.195312 1713397031.2533
MEM 26.195312 1713397031.3535
MEM 26.195312 1713397031.4537
MEM 26.195312 1713397031.5538
MEM 26.195312 1713397031.6539
MEM 26.195312 1713397031.7541
MEM 26.195312 1713397031.8542
MEM 26.195312 1713397031.9543
MEM 26.195312 1713397032.0545
MEM 26.195312 1713397032.1547
MEM 26.195312 1713397032.2548
MEM 26.195312 1713397032.3550
MEM 26.195312 1713397032.4552
MEM 26.195312 1713397032.5553
MEM 26.195312 1713397032.6554
MEM 26.195312 1713397032.7555
MEM 26.195312 1713397032.8557
MEM 26.195312 1713397032.9558
MEM 26.195312 1713397033.0559
MEM 26.195312 1713397033.1561
MEM 26.195312 1713397033.2563
MEM 26.195312 1713397033.3565
MEM 26.195312 1713397033.4567
MEM 26.195312 1713397033.5569
MEM 26.195312 1713397033.6570
MEM 26.195312 1713397033.7571
MEM 26.195312 1713397033.8573
MEM 26.195312 1713397033.9574
MEM 26.195312 1713397034.0575
MEM 26.195312 1713397034.1577
MEM 26.195312 1713397034.2579
MEM 26.195312 1713397034.3581
MEM 26.195312 1713397034.4583
MEM 26.195312 1713397034.5584
MEM 26.195312 1713397034.6585
MEM 26.195312 1713397034.7586
MEM 26.195312 1713397034.8588
MEM 26.195312 1713397034.9589
MEM 26.195312 1713397035.0591
MEM 26.195312 1713397035.1592
MEM 26.195312 1713397035.2594
MEM 26.195312 1713397035.3596
MEM 26.195312 1713397035.4598
MEM 26.195312 1713397035.5599
MEM 26.195312 1713397035.6600
MEM 26.195312 1713397035.7602
MEM 26.195312 1713397035.8603
MEM 26.195312 1713397035.9604
MEM 26.195312 1713397036.0606
MEM 26.195312 1713397036.1608
MEM 26.195312 1713397036.2610
MEM 26.195312 1713397036.3612
MEM 26.195312 1713397036.4614
MEM 26.195312 1713397036.5616
MEM 26.195312 1713397036.6617
MEM 26.195312 1713397036.7618
MEM 26.195312 1713397036.8619
MEM 26.195312 1713397036.9621
MEM 26.195312 1713397037.0622
MEM 26.195312 1713397037.1623
MEM 26.195312 1713397037.2625
MEM 26.195312 1713397037.3627
MEM 26.195312 1713397037.4629
MEM 26.195312 1713397037.5630
MEM 26.195312 1713397037.6631
MEM 26.195312 1713397037.7633
MEM 26.195312 1713397037.8634
MEM 26.195312 1713397037.9635
MEM 26.195312 1713397038.0637
MEM 26.195312 1713397038.1639
MEM 26.195312 1713397038.2640
MEM 26.195312 1713397038.3642
MEM 26.195312 1713397038.4644
MEM 26.195312 1713397038.5646
MEM 26.195312 1713397038.6648
MEM 26.195312 1713397038.7649
MEM 26.195312 1713397038.8651
MEM 26.195312 1713397038.9652
MEM 26.195312 1713397039.0655
MEM 26.195312 1713397039.1657
MEM 26.195312 1713397039.2659
MEM 26.195312 1713397039.3660
MEM 26.195312 1713397039.4663
MEM 26.195312 1713397039.5664
MEM 26.195312 1713397039.6665
MEM 26.195312 1713397039.7667
MEM 26.195312 1713397039.8668
MEM 26.195312 1713397039.9669
MEM 26.195312 1713397040.0671
MEM 26.195312 1713397040.1673
MEM 26.195312 1713397040.2674
MEM 26.195312 1713397040.3676
MEM 26.195312 1713397040.4678
MEM 26.195312 1713397040.5679
MEM 26.195312 1713397040.6681
MEM 26.195312 1713397040.7682
MEM 26.195312 1713397040.8683
MEM 26.195312 1713397040.9685
MEM 26.195312 1713397041.0686
MEM 26.195312 1713397041.1688
MEM 26.195312 1713397041.2689
MEM 26.195312 1713397041.3691
MEM 26.195312 1713397041.4693
MEM 26.195312 1713397041.5695
MEM 26.195312 1713397041.6697
MEM 26.195312 1713397041.7698
MEM 26.195312 1713397041.8699
MEM 26.195312 1713397041.9700
MEM 26.195312 1713397042.0702
MEM 26.195312 1713397042.1704
MEM 26.195312 1713397042.2706
MEM 26.195312 1713397042.3709
MEM 26.195312 1713397042.4711
MEM 26.195312 1713397042.5713
MEM 26.195312 1713397042.6715
MEM 26.195312 1713397042.7716
MEM 26.195312 1713397042.8717
MEM 26.195312 1713397042.9718
MEM 26.195312 1713397043.0720
MEM 26.195312 1713397043.1721
MEM 26.195312 1713397043.2722
MEM 26.195312 1713397043.3724
MEM 26.195312 1713397043.4725
MEM 26.195312 1713397043.5728
MEM 26.195312 1713397043.6730
MEM 26.195312 1713397043.7731
MEM 26.195312 1713397043.8733
MEM 26.195312 1713397043.9734
MEM 26.195312 1713397044.0736
MEM 26.195312 1713397044.1737
MEM 26.195312 1713397044.2739
MEM 26.195312 1713397044.3740
MEM 26.195312 1713397044.4742
MEM 26.195312 1713397044.5744
MEM 26.195312 1713397044.6746
MEM 26.195312 1713397044.7747
MEM 26.195312 1713397044.8749
MEM 26.195312 1713397044.9750
MEM 26.195312 1713397045.0752
MEM 26.195312 1713397045.1753
MEM 26.195312 1713397045.2754
MEM 26.195312 1713397045.3756
MEM 26.195312 1713397045.4757
MEM 26.195312 1713397045.5758
MEM 26.195312 1713397045.6761
MEM 26.195312 1713397045.7763
MEM 26.195312 1713397045.8764
MEM 26.195312 1713397045.9766
MEM 26.195312 1713397046.0768
MEM 26.195312 1713397046.1770
MEM 26.195312 1713397046.2771
MEM 26.195312 1713397046.3773
MEM 26.195312 1713397046.4774
MEM 26.195312 1713397046.5777
MEM 26.195312 1713397046.6779
MEM 26.195312 1713397046.7781
MEM 26.195312 1713397046.8782
MEM 26.195312 1713397046.9783
MEM 26.195312 1713397047.0785
MEM 26.195312 1713397047.1786
MEM 26.195312 1713397047.2788
MEM 26.195312 1713397047.3790
MEM 26.195312 1713397047.4791
MEM 26.195312 1713397047.5792
MEM 26.195312 1713397047.6794
MEM 26.195312 1713397047.7796
MEM 26.195312 1713397047.8798
MEM 26.195312 1713397047.9800
MEM 26.195312 1713397048.0801
MEM 26.195312 1713397048.1802
MEM 26.195312 1713397048.2804
MEM 26.195312 1713397048.3805
MEM 26.195312 1713397048.4807
MEM 26.195312 1713397048.5809
MEM 26.195312 1713397048.6810
MEM 26.195312 1713397048.7812
MEM 26.195312 1713397048.8814
MEM 26.195312 1713397048.9816
MEM 26.195312 1713397049.0817
MEM 26.195312 1713397049.1819
MEM 26.195312 1713397049.2820
MEM 26.195312 1713397049.3821
MEM 26.195312 1713397049.4823
MEM 26.195312 1713397049.5824
MEM 26.195312 1713397049.6825
MEM 26.195312 1713397049.7827
MEM 26.195312 1713397049.8829
MEM 26.195312 1713397049.9831
MEM 26.195312 1713397050.0833
MEM 26.195312 1713397050.1834
MEM 26.195312 1713397050.2836
MEM 26.195312 1713397050.3837
MEM 26.195312 1713397050.4838
MEM 26.195312 1713397050.5840
MEM 26.195312 1713397050.6842
MEM 26.195312 1713397050.7843
MEM 26.195312 1713397050.8846
MEM 26.195312 1713397050.9848
MEM 26.195312 1713397051.0850
MEM 26.195312 1713397051.1851
MEM 26.195312 1713397051.2853
MEM 26.195312 1713397051.3854
MEM 26.195312 1713397051.4855
MEM 26.195312 1713397051.5857
MEM 26.195312 1713397051.6858
MEM 26.195312 1713397051.7860
MEM 26.195312 1713397051.8861
MEM 26.195312 1713397051.9863
MEM 26.195312 1713397052.0866
MEM 26.195312 1713397052.1867
MEM 26.195312 1713397052.2868
MEM 26.195312 1713397052.3870
MEM 26.195312 1713397052.4871
MEM 26.195312 1713397052.5873
MEM 26.195312 1713397052.6874
MEM 26.195312 1713397052.7875
MEM 26.195312 1713397052.8877
MEM 26.195312 1713397052.9878
MEM 26.195312 1713397053.0880
MEM 26.195312 1713397053.1882
MEM 26.195312 1713397053.2883
MEM 26.195312 1713397053.3885
MEM 26.195312 1713397053.4888
MEM 26.195312 1713397053.5890
MEM 26.195312 1713397053.6893
MEM 26.195312 1713397053.7895
MEM 26.195312 1713397053.8897
MEM 26.195312 1713397053.9899
MEM 26.195312 1713397054.0902
MEM 26.195312 1713397054.1904
MEM 26.195312 1713397054.2905
MEM 26.195312 1713397054.3908
MEM 26.195312 1713397054.4909
MEM 26.195312 1713397054.5911
MEM 26.195312 1713397054.6913
MEM 26.195312 1713397054.7914
MEM 26.195312 1713397054.8916
MEM 26.195312 1713397054.9917
MEM 26.195312 1713397055.0919
MEM 26.195312 1713397055.1921
MEM 26.195312 1713397055.2922
MEM 26.195312 1713397055.3924
MEM 26.195312 1713397055.4925
MEM 26.195312 1713397055.5926
MEM 26.195312 1713397055.6928
MEM 26.195312 1713397055.7929
MEM 26.195312 1713397055.8930
MEM 26.195312 1713397055.9931
MEM 26.195312 1713397056.0933
MEM 26.195312 1713397056.1936
MEM 26.195312 1713397056.2938
MEM 26.195312 1713397056.3940
MEM 26.195312 1713397056.4941
MEM 26.195312 1713397056.5943
MEM 26.195312 1713397056.6944
MEM 26.195312 1713397056.7946
MEM 26.195312 1713397056.8948
MEM 26.195312 1713397056.9949
MEM 26.195312 1713397057.0951
MEM 26.195312 1713397057.1953
MEM 26.195312 1713397057.2955
MEM 26.195312 1713397057.3957
MEM 26.195312 1713397057.4959
MEM 26.195312 1713397057.5960
MEM 26.195312 1713397057.6961
MEM 26.195312 1713397057.7963
MEM 26.195312 1713397057.8964
MEM 26.195312 1713397057.9965
MEM 26.195312 1713397058.0967
MEM 26.195312 1713397058.1969
MEM 26.195312 1713397058.2971
MEM 26.195312 1713397058.3973
MEM 26.195312 1713397058.4975
MEM 26.195312 1713397058.5977
MEM 26.195312 1713397058.6978
MEM 26.195312 1713397058.7980
MEM 26.195312 1713397058.8981
MEM 26.195312 1713397058.9983
MEM 26.195312 1713397059.0985
MEM 26.195312 1713397059.1986
MEM 26.195312 1713397059.2988
MEM 26.195312 1713397059.3990
MEM 26.195312 1713397059.4992
MEM 26.195312 1713397059.5993
MEM 26.195312 1713397059.6994
MEM 26.195312 1713397059.7996
MEM 26.195312 1713397059.8997
MEM 26.195312 1713397059.9998
MEM 26.195312 1713397060.0999
MEM 26.195312 1713397060.2001
MEM 26.195312 1713397060.3002
MEM 26.195312 1713397060.4005
MEM 26.195312 1713397060.5008
MEM 26.195312 1713397060.6009
MEM 26.195312 1713397060.7011
MEM 26.195312 1713397060.8012
MEM 26.195312 1713397060.9014
MEM 26.195312 1713397061.0015
MEM 26.195312 1713397061.1016
MEM 26.195312 1713397061.2018
MEM 26.195312 1713397061.3019
MEM 26.195312 1713397061.4021
MEM 26.195312 1713397061.5023
MEM 26.195312 1713397061.6024
MEM 26.195312 1713397061.7025
MEM 26.195312 1713397061.8027
MEM 26.195312 1713397061.9028
MEM 26.195312 1713397062.0030
MEM 26.195312 1713397062.1032
MEM 26.195312 1713397062.2033
MEM 26.195312 1713397062.3034
MEM 26.195312 1713397062.4036
MEM 26.195312 1713397062.5039
MEM 26.195312 1713397062.6041
MEM 26.195312 1713397062.7043
MEM 26.195312 1713397062.8044
MEM 26.195312 1713397062.9046
MEM 26.195312 1713397063.0047
MEM 26.195312 1713397063.1048
MEM 26.195312 1713397063.2050
MEM 26.195312 1713397063.3051
MEM 26.195312 1713397063.4052
MEM 26.195312 1713397063.5055
MEM 26.195312 1713397063.6057
MEM 26.195312 1713397063.7058
MEM 26.195312 1713397063.8059
MEM 26.195312 1713397063.9061
MEM 26.195312 1713397064.0063
MEM 26.195312 1713397064.1064
MEM 26.195312 1713397064.2066
MEM 26.195312 1713397064.3067
MEM 26.195312 1713397064.4069
MEM 26.195312 1713397064.5070
MEM 26.195312 1713397064.6072
MEM 26.195312 1713397064.7075
MEM 26.195312 1713397064.8076
MEM 26.195312 1713397064.9077
MEM 26.195312 1713397065.0078
MEM 26.195312 1713397065.1080
MEM 26.195312 1713397065.2081
MEM 26.195312 1713397065.3082
MEM 26.195312 1713397065.4084
MEM 26.195312 1713397065.5085
MEM 26.195312 1713397065.6087
MEM 26.195312 1713397065.7089
MEM 26.195312 1713397065.8091
MEM 26.195312 1713397065.9092
MEM 26.195312 1713397066.0093
MEM 26.195312 1713397066.1094
MEM 26.195312 1713397066.2096
MEM 26.195312 1713397066.3097
MEM 26.195312 1713397066.4099
MEM 26.195312 1713397066.5100
MEM 26.195312 1713397066.6101
MEM 26.195312 1713397066.7103
MEM 26.195312 1713397066.8105
MEM 26.195312 1713397066.9107
MEM 26.195312 1713397067.0108
MEM 26.195312 1713397067.1110
MEM 26.195312 1713397067.2112
MEM 26.195312 1713397067.3113
MEM 26.195312 1713397067.4114
MEM 26.195312 1713397067.5116
MEM 26.195312 1713397067.6117
MEM 26.195312 1713397067.7119
MEM 26.195312 1713397067.8120
MEM 26.195312 1713397067.9122
MEM 26.195312 1713397068.0123
MEM 26.195312 1713397068.1124
MEM 26.195312 1713397068.2125
MEM 26.195312 1713397068.3127
MEM 26.195312 1713397068.4128
MEM 26.195312 1713397068.5130
MEM 26.195312 1713397068.6131
MEM 26.195312 1713397068.7133
MEM 26.195312 1713397068.8135
MEM 26.195312 1713397068.9137
MEM 26.195312 1713397069.0139
MEM 26.195312 1713397069.1140
MEM 26.195312 1713397069.2142
MEM 26.195312 1713397069.3144
MEM 26.195312 1713397069.4146
MEM 26.195312 1713397069.5147
MEM 26.195312 1713397069.6148
MEM 26.195312 1713397069.7149
MEM 26.195312 1713397069.8152
MEM 26.195312 1713397069.9153
MEM 26.195312 1713397070.0155
MEM 26.195312 1713397070.1156
MEM 26.195312 1713397070.2157
MEM 26.195312 1713397070.3158
MEM 26.195312 1713397070.4160
MEM 26.195312 1713397070.5162
MEM 26.195312 1713397070.6163
MEM 26.195312 1713397070.7165
MEM 26.195312 1713397070.8166
MEM 26.195312 1713397070.9169
MEM 26.195312 1713397071.0170
MEM 26.195312 1713397071.1172
MEM 26.195312 1713397071.2173
MEM 26.195312 1713397071.3175
MEM 26.195312 1713397071.4176
MEM 26.195312 1713397071.5178
MEM 26.195312 1713397071.6179
MEM 26.195312 1713397071.7180
MEM 26.195312 1713397071.8182
MEM 26.195312 1713397071.9184
MEM 26.195312 1713397072.0185
MEM 26.195312 1713397072.1187
MEM 26.195312 1713397072.2189
MEM 26.195312 1713397072.3191
MEM 26.195312 1713397072.4193
MEM 26.195312 1713397072.5194
MEM 26.195312 1713397072.6196
MEM 26.195312 1713397072.7197
MEM 26.195312 1713397072.8199
MEM 26.195312 1713397072.9200
MEM 26.195312 1713397073.0202
MEM 26.195312 1713397073.1204
MEM 26.195312 1713397073.2205
MEM 26.195312 1713397073.3206
MEM 26.195312 1713397073.4208
MEM 26.195312 1713397073.5209
MEM 26.195312 1713397073.6210
MEM 26.195312 1713397073.7212
MEM 26.195312 1713397073.8213
MEM 26.195312 1713397073.9214
MEM 26.195312 1713397074.0216
MEM 26.195312 1713397074.1218
MEM 26.195312 1713397074.2219
MEM 26.195312 1713397074.3221
MEM 26.195312 1713397074.4222
MEM 26.195312 1713397074.5224
MEM 26.195312 1713397074.6225
MEM 26.195312 1713397074.7226
MEM 26.195312 1713397074.8228
MEM 26.195312 1713397074.9229
MEM 26.195312 1713397075.0231
MEM 26.195312 1713397075.1233
MEM 26.195312 1713397075.2234
MEM 26.195312 1713397075.3235
MEM 26.195312 1713397075.4237
MEM 26.195312 1713397075.5238
MEM 26.195312 1713397075.6239
MEM 26.195312 1713397075.7241
MEM 26.195312 1713397075.8242
MEM 26.195312 1713397075.9243
MEM 26.195312 1713397076.0245
MEM 26.195312 1713397076.1247
MEM 26.195312 1713397076.2248
MEM 26.195312 1713397076.3249
MEM 26.195312 1713397076.4251
MEM 26.195312 1713397076.5252
MEM 26.195312 1713397076.6253
MEM 26.195312 1713397076.7254
MEM 26.195312 1713397076.8256
MEM 26.195312 1713397076.9258
MEM 26.195312 1713397077.0259
MEM 26.195312 1713397077.1261
MEM 26.195312 1713397077.2264
MEM 26.195312 1713397077.3266
MEM 26.195312 1713397077.4268
MEM 26.195312 1713397077.5269
MEM 26.195312 1713397077.6270
MEM 26.195312 1713397077.7271
MEM 26.195312 1713397077.8273
MEM 26.195312 1713397077.9274
MEM 26.195312 1713397078.0275
MEM 26.195312 1713397078.1277
MEM 26.195312 1713397078.2279
MEM 26.195312 1713397078.3280
MEM 26.195312 1713397078.4282
MEM 26.195312 1713397078.5283
MEM 26.195312 1713397078.6285
MEM 26.195312 1713397078.7286
MEM 26.195312 1713397078.8288
MEM 26.195312 1713397078.9289
MEM 26.195312 1713397079.0291
MEM 26.195312 1713397079.1292
MEM 26.195312 1713397079.2293
MEM 26.195312 1713397079.3295
MEM 26.195312 1713397079.4297
MEM 26.195312 1713397079.5298
MEM 26.195312 1713397079.6300
MEM 26.195312 1713397079.7301
MEM 26.195312 1713397079.8302
MEM 26.195312 1713397079.9303
MEM 26.195312 1713397080.0305
MEM 26.195312 1713397080.1307
MEM 26.195312 1713397080.2308
MEM 26.195312 1713397080.3310
MEM 26.195312 1713397080.4311
MEM 26.195312 1713397080.5313
MEM 26.195312 1713397080.6314
MEM 26.195312 1713397080.7315
MEM 26.195312 1713397080.8317
MEM 26.195312 1713397080.9319
MEM 26.195312 1713397081.0320
MEM 26.195312 1713397081.1321
MEM 26.195312 1713397081.2323
MEM 26.195312 1713397081.3324
MEM 26.195312 1713397081.4326
MEM 26.195312 1713397081.5327
MEM 26.195312 1713397081.6329
MEM 26.195312 1713397081.7330
MEM 26.195312 1713397081.8331
MEM 26.195312 1713397081.9332
MEM 26.195312 1713397082.0334
MEM 26.195312 1713397082.1335
MEM 26.195312 1713397082.2336
MEM 26.195312 1713397082.3338
MEM 26.195312 1713397082.4340
MEM 26.195312 1713397082.5342
MEM 26.195312 1713397082.6343
MEM 26.195312 1713397082.7344
MEM 26.195312 1713397082.8346
MEM 26.195312 1713397082.9348
MEM 26.195312 1713397083.0349
MEM 26.195312 1713397083.1350
MEM 26.195312 1713397083.2352
MEM 26.195312 1713397083.3353
MEM 26.195312 1713397083.4354
MEM 26.195312 1713397083.5356
MEM 26.195312 1713397083.6358
MEM 26.195312 1713397083.7359
MEM 26.195312 1713397083.8360
MEM 26.195312 1713397083.9361
MEM 26.195312 1713397084.0363
MEM 26.195312 1713397084.1364
MEM 26.195312 1713397084.2366
MEM 26.195312 1713397084.3367
MEM 26.195312 1713397084.4369
MEM 26.195312 1713397084.5371
MEM 26.195312 1713397084.6372
MEM 26.195312 1713397084.7374
MEM 26.195312 1713397084.8376
MEM 26.195312 1713397084.9378
MEM 26.195312 1713397085.0379
MEM 26.195312 1713397085.1380
MEM 26.195312 1713397085.2381
MEM 26.195312 1713397085.3383
MEM 26.195312 1713397085.4384
MEM 26.195312 1713397085.5385
MEM 26.195312 1713397085.6387
MEM 26.195312 1713397085.7389
MEM 26.195312 1713397085.8390
MEM 26.195312 1713397085.9391
MEM 26.195312 1713397086.0393
MEM 26.195312 1713397086.1394
MEM 26.195312 1713397086.2395
MEM 26.195312 1713397086.3397
MEM 26.195312 1713397086.4398
MEM 26.195312 1713397086.5399
MEM 26.195312 1713397086.6402
MEM 26.195312 1713397086.7403
MEM 26.195312 1713397086.8404
MEM 26.195312 1713397086.9406
MEM 26.195312 1713397087.0408
MEM 26.195312 1713397087.1409
MEM 26.195312 1713397087.2410
MEM 26.195312 1713397087.3412
MEM 26.195312 1713397087.4413
MEM 26.195312 1713397087.5415
MEM 26.195312 1713397087.6417
MEM 26.195312 1713397087.7419
MEM 26.195312 1713397087.8421
MEM 26.195312 1713397087.9422
MEM 26.195312 1713397088.0424
MEM 26.195312 1713397088.1425
MEM 26.195312 1713397088.2427
MEM 26.195312 1713397088.3429
MEM 26.195312 1713397088.4431
MEM 26.195312 1713397088.5433
MEM 26.195312 1713397088.6434
MEM 26.195312 1713397088.7436
MEM 26.195312 1713397088.8438
MEM 26.195312 1713397088.9440
MEM 26.195312 1713397089.0441
MEM 26.195312 1713397089.1442
MEM 26.195312 1713397089.2444
MEM 26.195312 1713397089.3445
MEM 26.195312 1713397089.4446
MEM 26.195312 1713397089.5448
MEM 26.195312 1713397089.6449
MEM 26.195312 1713397089.7451
MEM 26.195312 1713397089.8453
MEM 26.195312 1713397089.9454
MEM 26.195312 1713397090.0456
MEM 26.195312 1713397090.1457
MEM 26.195312 1713397090.2458
MEM 26.195312 1713397090.3460
MEM 26.195312 1713397090.4461
MEM 26.195312 1713397090.5462
MEM 26.195312 1713397090.6464
MEM 26.195312 1713397090.7466
MEM 26.195312 1713397090.8468
MEM 26.195312 1713397090.9470
MEM 26.195312 1713397091.0471
MEM 26.195312 1713397091.1473
MEM 26.195312 1713397091.2474
MEM 26.195312 1713397091.3475
MEM 26.195312 1713397091.4476
MEM 26.195312 1713397091.5478
MEM 26.195312 1713397091.6479
MEM 26.195312 1713397091.7480
MEM 26.195312 1713397091.8483
MEM 26.195312 1713397091.9485
MEM 26.195312 1713397092.0486
MEM 26.195312 1713397092.1488
MEM 26.195312 1713397092.2490
MEM 26.195312 1713397092.3491
MEM 26.195312 1713397092.4492
MEM 26.195312 1713397092.5494
MEM 26.195312 1713397092.6496
MEM 26.195312 1713397092.7497
MEM 26.195312 1713397092.8499
MEM 26.195312 1713397092.9501
MEM 26.195312 1713397093.0502
MEM 26.195312 1713397093.1503
MEM 26.195312 1713397093.2505
MEM 26.195312 1713397093.3506
MEM 26.195312 1713397093.4507
MEM 26.195312 1713397093.5509
MEM 26.195312 1713397093.6511
MEM 26.195312 1713397093.7512
MEM 26.195312 1713397093.8513
MEM 26.195312 1713397093.9515
MEM 26.195312 1713397094.0517
MEM 26.195312 1713397094.1519
MEM 26.195312 1713397094.2521
MEM 26.195312 1713397094.3522
MEM 26.195312 1713397094.4524
MEM 26.195312 1713397094.5525
MEM 26.195312 1713397094.6526
MEM 26.195312 1713397094.7528
MEM 26.195312 1713397094.8529
MEM 26.195312 1713397094.9531
MEM 26.195312 1713397095.0533
MEM 26.195312 1713397095.1535
MEM 26.195312 1713397095.2536
MEM 26.195312 1713397095.3537
MEM 26.195312 1713397095.4539
MEM 26.195312 1713397095.5540
MEM 26.195312 1713397095.6542
MEM 26.195312 1713397095.7543
MEM 26.195312 1713397095.8544
MEM 26.195312 1713397095.9546
MEM 26.195312 1713397096.0548
MEM 26.195312 1713397096.1550
MEM 26.195312 1713397096.2552
MEM 26.195312 1713397096.3553
MEM 26.195312 1713397096.4555
MEM 26.195312 1713397096.5556
MEM 26.195312 1713397096.6557
MEM 26.195312 1713397096.7559
MEM 26.195312 1713397096.8560
MEM 26.195312 1713397096.9562
MEM 26.195312 1713397097.0564
MEM 26.195312 1713397097.1566
MEM 26.195312 1713397097.2567
MEM 26.195312 1713397097.3568
MEM 26.195312 1713397097.4570
MEM 26.195312 1713397097.5571
MEM 26.195312 1713397097.6573
MEM 26.195312 1713397097.7574
MEM 26.195312 1713397097.8576
MEM 26.195312 1713397097.9577
MEM 26.195312 1713397098.0578
MEM 26.195312 1713397098.1581
MEM 26.195312 1713397098.2583
MEM 26.195312 1713397098.3584
MEM 26.195312 1713397098.4586
MEM 26.195312 1713397098.5588
MEM 26.195312 1713397098.6590
MEM 26.195312 1713397098.7592
MEM 26.195312 1713397098.8594
MEM 26.195312 1713397098.9595
MEM 26.195312 1713397099.0597
MEM 26.195312 1713397099.1599
MEM 26.195312 1713397099.2601
MEM 26.195312 1713397099.3602
MEM 26.195312 1713397099.4604
MEM 26.195312 1713397099.5605
MEM 26.195312 1713397099.6607
MEM 26.195312 1713397099.7608
MEM 26.195312 1713397099.8609
MEM 26.195312 1713397099.9611
MEM 26.195312 1713397100.0613
MEM 26.195312 1713397100.1614
MEM 26.195312 1713397100.2618
MEM 26.195312 1713397100.3620
MEM 26.195312 1713397100.4621
MEM 26.195312 1713397100.5623
MEM 26.195312 1713397100.6624
MEM 26.195312 1713397100.7625
MEM 26.195312 1713397100.8627
MEM 26.195312 1713397100.9628
MEM 26.195312 1713397101.0630
MEM 26.195312 1713397101.1632
MEM 26.195312 1713397101.2634
MEM 26.195312 1713397101.3636
MEM 26.195312 1713397101.4637
MEM 26.195312 1713397101.5639
MEM 26.195312 1713397101.6640
MEM 26.195312 1713397101.7641
MEM 26.195312 1713397101.8642
MEM 26.195312 1713397101.9644
MEM 26.195312 1713397102.0645
MEM 26.195312 1713397102.1647
MEM 26.195312 1713397102.2648
MEM 26.195312 1713397102.3651
MEM 26.195312 1713397102.4653
MEM 26.195312 1713397102.5654
MEM 26.195312 1713397102.6655
MEM 26.195312 1713397102.7657
MEM 26.195312 1713397102.8659
MEM 26.195312 1713397102.9661
MEM 26.195312 1713397103.0663
MEM 26.195312 1713397103.1664
MEM 26.195312 1713397103.2665
MEM 26.195312 1713397103.3668
MEM 26.195312 1713397103.4670
MEM 26.195312 1713397103.5672
MEM 26.195312 1713397103.6673
MEM 26.195312 1713397103.7674
MEM 26.195312 1713397103.8676
MEM 26.195312 1713397103.9677
MEM 26.195312 1713397104.0678
MEM 26.195312 1713397104.1680
MEM 26.195312 1713397104.2681
MEM 26.195312 1713397104.3683
MEM 26.195312 1713397104.4685
MEM 26.195312 1713397104.5687
MEM 26.195312 1713397104.6688
MEM 26.195312 1713397104.7689
MEM 26.195312 1713397104.8691
MEM 26.195312 1713397104.9692
MEM 26.195312 1713397105.0694
MEM 26.195312 1713397105.1696
MEM 26.195312 1713397105.2697
MEM 26.195312 1713397105.3698
MEM 26.195312 1713397105.4700
MEM 26.195312 1713397105.5702
MEM 26.195312 1713397105.6704
MEM 26.195312 1713397105.7706
MEM 26.195312 1713397105.8709
MEM 26.195312 1713397105.9711
MEM 26.195312 1713397106.0713
MEM 26.195312 1713397106.1715
MEM 26.195312 1713397106.2717
MEM 26.195312 1713397106.3719
MEM 26.195312 1713397106.4722
MEM 26.195312 1713397106.5724
MEM 26.195312 1713397106.6726
MEM 26.195312 1713397106.7728
MEM 26.195312 1713397106.8731
MEM 26.195312 1713397106.9733
MEM 26.195312 1713397107.0735
MEM 26.195312 1713397107.1738
MEM 26.195312 1713397107.2739
MEM 26.195312 1713397107.3741
MEM 26.195312 1713397107.4743
MEM 26.195312 1713397107.5745
MEM 26.195312 1713397107.6747
MEM 26.195312 1713397107.7749
MEM 26.195312 1713397107.8752
MEM 26.195312 1713397107.9755
