CMDLINE /home/alfredo/.cache/pypoetry/virtualenvs/db-sicred-BphEo1On-py3.11/bin/python script/worst_performance/question1.py
MEM 23.523438 1713369128.9173
MEM 23.523438 1713369129.0175
MEM 23.523438 1713369129.1176
MEM 23.523438 1713369129.2177
MEM 23.523438 1713369129.3179
MEM 23.523438 1713369129.4181
MEM 23.523438 1713369129.5183
MEM 23.523438 1713369129.6185
MEM 23.523438 1713369129.7188
MEM 23.523438 1713369129.8190
MEM 23.523438 1713369129.9193
MEM 23.523438 1713369130.0195
MEM 23.523438 1713369130.1197
MEM 23.523438 1713369130.2199
MEM 23.523438 1713369130.3202
MEM 23.523438 1713369130.4204
MEM 23.523438 1713369130.5206
MEM 23.523438 1713369130.6209
MEM 23.523438 1713369130.7211
MEM 23.523438 1713369130.8213
MEM 23.523438 1713369130.9215
MEM 23.523438 1713369131.0217
MEM 23.523438 1713369131.1219
MEM 23.523438 1713369131.2221
MEM 23.523438 1713369131.3223
MEM 23.523438 1713369131.4225
MEM 23.523438 1713369131.5227
MEM 23.523438 1713369131.6229
MEM 23.523438 1713369131.7231
MEM 23.523438 1713369131.8233
MEM 23.523438 1713369131.9236
MEM 23.523438 1713369132.0238
MEM 23.523438 1713369132.1239
MEM 23.523438 1713369132.2241
MEM 23.523438 1713369132.3243
MEM 23.523438 1713369132.4245
MEM 23.523438 1713369132.5247
MEM 23.523438 1713369132.6249
MEM 23.523438 1713369132.7252
MEM 23.523438 1713369132.8254
MEM 23.523438 1713369132.9256
MEM 23.523438 1713369133.0258
MEM 23.523438 1713369133.1259
MEM 23.523438 1713369133.2261
MEM 23.523438 1713369133.3263
MEM 23.523438 1713369133.4265
MEM 23.523438 1713369133.5266
MEM 23.523438 1713369133.6267
MEM 23.523438 1713369133.7270
MEM 23.523438 1713369133.8272
MEM 23.523438 1713369133.9274
MEM 23.523438 1713369134.0276
MEM 23.523438 1713369134.1279
MEM 23.523438 1713369134.2280
MEM 23.523438 1713369134.3283
MEM 23.523438 1713369134.4285
MEM 23.523438 1713369134.5287
MEM 23.523438 1713369134.6289
MEM 23.523438 1713369134.7291
MEM 23.523438 1713369134.8293
MEM 23.523438 1713369134.9295
MEM 23.523438 1713369135.0297
MEM 23.523438 1713369135.1298
MEM 23.523438 1713369135.2300
MEM 23.523438 1713369135.3302
MEM 23.523438 1713369135.4304
MEM 23.523438 1713369135.5306
MEM 23.523438 1713369135.6307
MEM 23.523438 1713369135.7309
MEM 23.523438 1713369135.8311
MEM 23.523438 1713369135.9313
MEM 23.523438 1713369136.0315
MEM 23.523438 1713369136.1318
MEM 23.523438 1713369136.2320
MEM 23.523438 1713369136.3321
MEM 23.523438 1713369136.4323
MEM 23.523438 1713369136.5324
MEM 23.523438 1713369136.6326
MEM 23.523438 1713369136.7327
MEM 23.523438 1713369136.8329
MEM 23.523438 1713369136.9331
MEM 23.523438 1713369137.0333
MEM 23.523438 1713369137.1334
MEM 23.523438 1713369137.2337
MEM 23.523438 1713369137.3338
MEM 23.523438 1713369137.4340
MEM 23.523438 1713369137.5342
MEM 23.523438 1713369137.6344
MEM 23.523438 1713369137.7346
MEM 23.523438 1713369137.8347
MEM 23.523438 1713369137.9348
MEM 23.523438 1713369138.0349
MEM 23.523438 1713369138.1352
MEM 23.523438 1713369138.2354
MEM 23.523438 1713369138.3355
MEM 23.523438 1713369138.4356
MEM 23.523438 1713369138.5359
MEM 23.523438 1713369138.6360
MEM 23.523438 1713369138.7362
MEM 23.523438 1713369138.8364
MEM 23.523438 1713369138.9365
MEM 23.523438 1713369139.0367
MEM 23.523438 1713369139.1370
MEM 23.523438 1713369139.2371
MEM 23.523438 1713369139.3374
MEM 23.523438 1713369139.4375
MEM 23.523438 1713369139.5377
MEM 23.523438 1713369139.6379
MEM 23.523438 1713369139.7380
MEM 23.523438 1713369139.8381
MEM 23.523438 1713369139.9383
MEM 23.523438 1713369140.0384
MEM 23.523438 1713369140.1385
MEM 23.523438 1713369140.2388
MEM 23.523438 1713369140.3389
MEM 23.523438 1713369140.4391
MEM 23.523438 1713369140.5392
MEM 23.523438 1713369140.6394
MEM 23.523438 1713369140.7395
MEM 23.523438 1713369140.8397
MEM 23.523438 1713369140.9398
MEM 23.523438 1713369141.0400
MEM 23.523438 1713369141.1401
MEM 23.523438 1713369141.2403
MEM 23.523438 1713369141.3404
MEM 23.523438 1713369141.4406
MEM 23.523438 1713369141.5407
MEM 23.523438 1713369141.6408
MEM 23.523438 1713369141.7409
MEM 23.523438 1713369141.8411
MEM 23.523438 1713369141.9412
MEM 23.523438 1713369142.0413
MEM 23.523438 1713369142.1416
MEM 23.523438 1713369142.2418
MEM 23.523438 1713369142.3421
MEM 23.523438 1713369142.4423
MEM 23.523438 1713369142.5424
MEM 23.523438 1713369142.6425
MEM 23.523438 1713369142.7427
MEM 23.523438 1713369142.8428
MEM 23.523438 1713369142.9430
MEM 23.523438 1713369143.0431
MEM 23.523438 1713369143.1432
MEM 23.523438 1713369143.2434
MEM 23.523438 1713369143.3436
MEM 23.523438 1713369143.4437
MEM 23.523438 1713369143.5438
MEM 23.523438 1713369143.6440
MEM 23.523438 1713369143.7441
MEM 23.523438 1713369143.8444
MEM 23.523438 1713369143.9446
MEM 23.523438 1713369144.0447
MEM 23.523438 1713369144.1449
MEM 23.523438 1713369144.2450
MEM 23.523438 1713369144.3451
MEM 23.523438 1713369144.4454
MEM 23.523438 1713369144.5457
MEM 23.523438 1713369144.6460
MEM 23.523438 1713369144.7462
MEM 23.523438 1713369144.8463
MEM 23.523438 1713369144.9465
MEM 23.523438 1713369145.0467
MEM 23.523438 1713369145.1470
MEM 23.523438 1713369145.2472
MEM 23.523438 1713369145.3474
MEM 23.523438 1713369145.4476
MEM 23.523438 1713369145.5479
MEM 23.523438 1713369145.6481
MEM 23.523438 1713369145.7483
MEM 23.523438 1713369145.8486
MEM 23.523438 1713369145.9488
MEM 23.523438 1713369146.0490
MEM 23.523438 1713369146.1492
MEM 23.523438 1713369146.2494
MEM 23.523438 1713369146.3495
MEM 23.523438 1713369146.4497
MEM 23.523438 1713369146.5499
MEM 23.523438 1713369146.6501
MEM 23.523438 1713369146.7503
MEM 23.523438 1713369146.8506
MEM 23.523438 1713369146.9508
MEM 23.523438 1713369147.0510
MEM 23.523438 1713369147.1512
MEM 23.523438 1713369147.2514
MEM 23.523438 1713369147.3516
MEM 23.523438 1713369147.4519
MEM 23.523438 1713369147.5521
MEM 23.523438 1713369147.6524
MEM 23.523438 1713369147.7526
MEM 23.523438 1713369147.8528
MEM 23.523438 1713369147.9532
MEM 23.523438 1713369148.0534
MEM 23.523438 1713369148.1536
MEM 23.523438 1713369148.2539
MEM 23.523438 1713369148.3541
MEM 23.523438 1713369148.4544
MEM 23.523438 1713369148.5547
MEM 23.523438 1713369148.6549
MEM 23.523438 1713369148.7552
MEM 23.523438 1713369148.8554
MEM 23.523438 1713369148.9556
MEM 23.523438 1713369149.0559
MEM 23.523438 1713369149.1561
MEM 23.523438 1713369149.2564
MEM 23.523438 1713369149.3566
MEM 23.523438 1713369149.4569
MEM 23.523438 1713369149.5571
MEM 23.523438 1713369149.6573
MEM 23.523438 1713369149.7576
MEM 23.523438 1713369149.8579
MEM 23.523438 1713369149.9581
MEM 23.523438 1713369150.0583
MEM 23.523438 1713369150.1586
MEM 23.523438 1713369150.2588
MEM 23.523438 1713369150.3590
MEM 23.523438 1713369150.4593
MEM 23.523438 1713369150.5595
MEM 23.523438 1713369150.6598
MEM 23.523438 1713369150.7600
MEM 23.523438 1713369150.8603
MEM 23.523438 1713369150.9605
MEM 23.523438 1713369151.0607
MEM 23.523438 1713369151.1610
MEM 23.523438 1713369151.2612
MEM 23.523438 1713369151.3614
MEM 23.523438 1713369151.4617
MEM 23.523438 1713369151.5619
MEM 23.523438 1713369151.6622
MEM 23.523438 1713369151.7624
MEM 23.523438 1713369151.8626
MEM 23.523438 1713369151.9628
MEM 23.523438 1713369152.0630
MEM 23.523438 1713369152.1632
MEM 23.523438 1713369152.2634
MEM 23.523438 1713369152.3637
MEM 23.523438 1713369152.4638
MEM 23.523438 1713369152.5640
MEM 23.523438 1713369152.6642
MEM 23.523438 1713369152.7643
MEM 23.523438 1713369152.8645
MEM 23.523438 1713369152.9647
MEM 23.523438 1713369153.0649
MEM 23.523438 1713369153.1651
MEM 23.523438 1713369153.2654
MEM 23.523438 1713369153.3656
MEM 23.523438 1713369153.4658
MEM 23.523438 1713369153.5659
MEM 23.523438 1713369153.6661
MEM 23.523438 1713369153.7663
MEM 23.523438 1713369153.8665
MEM 23.523438 1713369153.9667
MEM 23.523438 1713369154.0669
MEM 23.523438 1713369154.1672
MEM 23.523438 1713369154.2674
MEM 23.523438 1713369154.3677
MEM 23.523438 1713369154.4679
MEM 23.523438 1713369154.5682
MEM 23.523438 1713369154.6684
MEM 23.523438 1713369154.7687
MEM 23.523438 1713369154.8689
MEM 23.523438 1713369154.9691
MEM 23.523438 1713369155.0693
MEM 23.523438 1713369155.1696
MEM 23.523438 1713369155.2698
MEM 23.523438 1713369155.3700
MEM 23.523438 1713369155.4702
MEM 23.523438 1713369155.5704
MEM 23.781250 1713369155.6706
MEM 24.296875 1713369155.7707
MEM 25.070312 1713369155.8709
MEM 25.585938 1713369155.9711
MEM 26.101562 1713369156.0713
MEM 26.617188 1713369156.1715
MEM 27.390625 1713369156.2716
MEM 27.648438 1713369156.3718
MEM 28.421875 1713369156.4719
MEM 28.679688 1713369156.5721
MEM 28.679688 1713369156.6723
MEM 28.679688 1713369156.7725
MEM 28.679688 1713369156.8727
MEM 28.679688 1713369156.9729
MEM 28.679688 1713369157.0731
MEM 28.679688 1713369157.1733
MEM 28.679688 1713369157.2735
MEM 28.679688 1713369157.3738
MEM 28.679688 1713369157.4741
MEM 28.679688 1713369157.5743
MEM 28.679688 1713369157.6745
MEM 28.679688 1713369157.7748
MEM 28.679688 1713369157.8751
MEM 28.679688 1713369157.9754
MEM 28.679688 1713369158.0758
MEM 28.679688 1713369158.1760
MEM 28.679688 1713369158.2762
MEM 28.679688 1713369158.3765
MEM 28.679688 1713369158.4767
MEM 28.679688 1713369158.5769
MEM 28.679688 1713369158.6771
MEM 28.679688 1713369158.7774
MEM 28.679688 1713369158.8777
MEM 28.679688 1713369158.9779
MEM 28.679688 1713369159.0782
MEM 28.679688 1713369159.1784
MEM 28.679688 1713369159.2787
MEM 28.679688 1713369159.3789
MEM 28.679688 1713369159.4791
MEM 28.679688 1713369159.5794
MEM 28.679688 1713369159.6796
MEM 28.679688 1713369159.7798
MEM 28.679688 1713369159.8801
MEM 28.679688 1713369159.9803
MEM 28.679688 1713369160.0806
MEM 28.679688 1713369160.1809
MEM 28.679688 1713369160.2811
MEM 28.679688 1713369160.3814
MEM 28.679688 1713369160.4816
MEM 28.679688 1713369160.5818
MEM 28.679688 1713369160.6821
MEM 28.679688 1713369160.7823
MEM 28.679688 1713369160.8826
MEM 28.679688 1713369160.9828
MEM 28.679688 1713369161.0830
MEM 28.679688 1713369161.1833
MEM 28.679688 1713369161.2835
MEM 28.679688 1713369161.3837
MEM 28.679688 1713369161.4840
MEM 28.679688 1713369161.5842
MEM 28.679688 1713369161.6844
MEM 28.679688 1713369161.7846
MEM 28.679688 1713369161.8848
MEM 28.679688 1713369161.9849
MEM 28.679688 1713369162.0852
MEM 28.679688 1713369162.1854
MEM 28.679688 1713369162.2857
MEM 28.679688 1713369162.3859
MEM 28.679688 1713369162.4861
MEM 28.679688 1713369162.5863
MEM 28.679688 1713369162.6866
MEM 28.679688 1713369162.7868
MEM 28.679688 1713369162.8870
MEM 28.679688 1713369162.9872
MEM 28.679688 1713369163.0874
MEM 28.679688 1713369163.1877
MEM 28.679688 1713369163.2879
MEM 28.679688 1713369163.3882
MEM 28.679688 1713369163.4884
MEM 28.679688 1713369163.5887
MEM 28.679688 1713369163.6889
MEM 28.679688 1713369163.7891
MEM 28.679688 1713369163.8894
MEM 28.679688 1713369163.9896
MEM 28.679688 1713369164.0898
MEM 28.679688 1713369164.1900
MEM 28.679688 1713369164.2903
MEM 28.679688 1713369164.3905
MEM 28.679688 1713369164.4908
MEM 28.679688 1713369164.5910
MEM 28.679688 1713369164.6913
MEM 28.679688 1713369164.7915
MEM 28.679688 1713369164.8917
MEM 28.679688 1713369164.9919
MEM 28.679688 1713369165.0922
MEM 28.679688 1713369165.1924
MEM 28.679688 1713369165.2926
MEM 28.679688 1713369165.3928
MEM 28.679688 1713369165.4931
MEM 28.679688 1713369165.5933
MEM 28.679688 1713369165.6936
MEM 28.679688 1713369165.7938
MEM 28.679688 1713369165.8940
MEM 28.679688 1713369165.9942
MEM 28.679688 1713369166.0944
MEM 28.679688 1713369166.1947
MEM 28.679688 1713369166.2950
MEM 28.679688 1713369166.3953
MEM 28.679688 1713369166.4955
MEM 28.679688 1713369166.5957
MEM 28.679688 1713369166.6960
MEM 28.679688 1713369166.7962
MEM 28.679688 1713369166.8965
MEM 28.679688 1713369166.9968
MEM 28.679688 1713369167.0970
MEM 28.679688 1713369167.1972
MEM 28.679688 1713369167.2974
MEM 28.679688 1713369167.3976
MEM 28.679688 1713369167.4979
MEM 28.679688 1713369167.5981
MEM 28.679688 1713369167.6983
MEM 28.679688 1713369167.7985
MEM 28.679688 1713369167.8987
MEM 28.679688 1713369167.9988
MEM 28.679688 1713369168.0990
MEM 28.679688 1713369168.1992
MEM 28.679688 1713369168.2994
MEM 28.679688 1713369168.3997
MEM 28.679688 1713369168.4999
MEM 28.679688 1713369168.6001
MEM 28.679688 1713369168.7002
MEM 28.679688 1713369168.8004
MEM 28.679688 1713369168.9006
MEM 28.679688 1713369169.0008
MEM 28.679688 1713369169.1011
MEM 28.679688 1713369169.2013
MEM 28.679688 1713369169.3015
MEM 28.679688 1713369169.4018
MEM 28.679688 1713369169.5020
MEM 28.679688 1713369169.6022
MEM 28.679688 1713369169.7024
MEM 28.679688 1713369169.8027
MEM 28.679688 1713369169.9029
MEM 28.679688 1713369170.0031
MEM 28.679688 1713369170.1033
MEM 28.679688 1713369170.2035
MEM 28.679688 1713369170.3038
MEM 28.679688 1713369170.4040
MEM 28.679688 1713369170.5042
MEM 28.679688 1713369170.6044
MEM 28.679688 1713369170.7047
MEM 28.679688 1713369170.8049
MEM 28.679688 1713369170.9051
MEM 28.679688 1713369171.0053
MEM 28.679688 1713369171.1055
MEM 28.679688 1713369171.2057
MEM 28.679688 1713369171.3060
MEM 28.679688 1713369171.4062
MEM 28.679688 1713369171.5064
MEM 28.679688 1713369171.6066
MEM 28.679688 1713369171.7068
MEM 28.679688 1713369171.8071
MEM 28.679688 1713369171.9073
MEM 28.679688 1713369172.0075
MEM 28.679688 1713369172.1077
MEM 28.679688 1713369172.2079
MEM 28.679688 1713369172.3081
MEM 28.679688 1713369172.4084
MEM 28.679688 1713369172.5086
MEM 28.679688 1713369172.6088
MEM 28.679688 1713369172.7091
MEM 28.679688 1713369172.8092
MEM 28.679688 1713369172.9094
MEM 28.679688 1713369173.0096
MEM 28.679688 1713369173.1098
MEM 28.679688 1713369173.2100
MEM 28.679688 1713369173.3102
MEM 28.679688 1713369173.4103
MEM 28.679688 1713369173.5105
MEM 28.679688 1713369173.6108
MEM 28.679688 1713369173.7110
MEM 28.679688 1713369173.8112
MEM 28.679688 1713369173.9114
MEM 28.679688 1713369174.0116
MEM 28.679688 1713369174.1119
MEM 28.679688 1713369174.2121
MEM 28.679688 1713369174.3123
MEM 28.679688 1713369174.4125
MEM 28.679688 1713369174.5127
MEM 28.679688 1713369174.6130
MEM 28.679688 1713369174.7132
MEM 28.679688 1713369174.8134
MEM 28.679688 1713369174.9136
MEM 28.679688 1713369175.0139
MEM 28.679688 1713369175.1141
MEM 28.679688 1713369175.2143
MEM 28.679688 1713369175.3145
MEM 28.679688 1713369175.4147
MEM 28.679688 1713369175.5149
MEM 28.679688 1713369175.6151
MEM 28.679688 1713369175.7154
MEM 28.679688 1713369175.8156
MEM 28.679688 1713369175.9158
MEM 28.679688 1713369176.0160
MEM 28.679688 1713369176.1163
MEM 28.679688 1713369176.2165
MEM 28.679688 1713369176.3167
MEM 28.679688 1713369176.4169
MEM 28.679688 1713369176.5171
MEM 28.679688 1713369176.6173
MEM 28.679688 1713369176.7175
MEM 28.679688 1713369176.8178
MEM 28.679688 1713369176.9180
MEM 28.679688 1713369177.0182
MEM 28.679688 1713369177.1185
MEM 28.679688 1713369177.2187
MEM 28.679688 1713369177.3189
MEM 28.679688 1713369177.4191
MEM 28.679688 1713369177.5193
MEM 28.679688 1713369177.6195
MEM 28.679688 1713369177.7197
MEM 28.679688 1713369177.8199
MEM 28.679688 1713369177.9202
MEM 28.679688 1713369178.0204
MEM 28.679688 1713369178.1206
MEM 28.679688 1713369178.2208
MEM 28.679688 1713369178.3210
MEM 28.679688 1713369178.4211
MEM 28.679688 1713369178.5214
MEM 28.679688 1713369178.6216
MEM 28.679688 1713369178.7218
MEM 28.679688 1713369178.8220
MEM 28.679688 1713369178.9222
MEM 28.679688 1713369179.0224
MEM 28.679688 1713369179.1226
MEM 28.679688 1713369179.2229
MEM 28.679688 1713369179.3231
MEM 28.679688 1713369179.4232
MEM 28.679688 1713369179.5234
MEM 28.679688 1713369179.6237
MEM 28.679688 1713369179.7238
MEM 28.679688 1713369179.8240
MEM 28.679688 1713369179.9242
MEM 28.679688 1713369180.0244
MEM 28.679688 1713369180.1247
MEM 28.679688 1713369180.2249
MEM 28.679688 1713369180.3251
MEM 28.679688 1713369180.4253
MEM 28.679688 1713369180.5256
MEM 28.679688 1713369180.6258
MEM 28.679688 1713369180.7260
MEM 28.679688 1713369180.8262
MEM 28.679688 1713369180.9264
MEM 28.679688 1713369181.0267
MEM 28.679688 1713369181.1269
MEM 28.679688 1713369181.2271
MEM 28.679688 1713369181.3273
MEM 28.679688 1713369181.4275
MEM 28.679688 1713369181.5277
MEM 28.679688 1713369181.6279
MEM 28.679688 1713369181.7282
MEM 28.679688 1713369181.8284
MEM 28.679688 1713369181.9286
MEM 28.679688 1713369182.0288
MEM 28.679688 1713369182.1291
MEM 28.679688 1713369182.2293
MEM 28.679688 1713369182.3295
MEM 28.679688 1713369182.4297
MEM 28.679688 1713369182.5299
MEM 28.679688 1713369182.6301
MEM 28.679688 1713369182.7303
MEM 28.679688 1713369182.8306
MEM 28.679688 1713369182.9308
MEM 28.679688 1713369183.0310
MEM 28.679688 1713369183.1312
MEM 28.679688 1713369183.2314
MEM 28.679688 1713369183.3316
MEM 28.679688 1713369183.4318
MEM 28.679688 1713369183.5320
MEM 28.679688 1713369183.6322
MEM 28.679688 1713369183.7323
MEM 28.679688 1713369183.8325
MEM 28.679688 1713369183.9327
MEM 28.679688 1713369184.0329
MEM 28.679688 1713369184.1331
MEM 28.679688 1713369184.2334
MEM 28.679688 1713369184.3336
MEM 28.679688 1713369184.4338
MEM 28.679688 1713369184.5340
MEM 28.679688 1713369184.6343
MEM 28.679688 1713369184.7345
MEM 28.679688 1713369184.8347
MEM 28.679688 1713369184.9349
MEM 28.679688 1713369185.0351
MEM 28.679688 1713369185.1353
MEM 28.679688 1713369185.2356
MEM 28.679688 1713369185.3358
MEM 28.679688 1713369185.4360
MEM 28.679688 1713369185.5363
MEM 28.679688 1713369185.6365
MEM 28.679688 1713369185.7367
MEM 28.679688 1713369185.8369
MEM 28.679688 1713369185.9371
MEM 28.679688 1713369186.0373
MEM 28.679688 1713369186.1375
MEM 28.679688 1713369186.2378
MEM 28.679688 1713369186.3380
MEM 28.679688 1713369186.4382
MEM 28.679688 1713369186.5384
MEM 28.679688 1713369186.6387
MEM 28.679688 1713369186.7390
MEM 28.679688 1713369186.8393
MEM 28.679688 1713369186.9395
MEM 28.679688 1713369187.0397
MEM 28.679688 1713369187.1399
MEM 28.679688 1713369187.2401
MEM 28.679688 1713369187.3404
MEM 28.679688 1713369187.4406
MEM 28.679688 1713369187.5408
MEM 28.679688 1713369187.6410
MEM 28.679688 1713369187.7412
MEM 28.679688 1713369187.8414
MEM 28.679688 1713369187.9417
MEM 28.679688 1713369188.0418
MEM 28.679688 1713369188.1421
MEM 28.679688 1713369188.2423
MEM 28.679688 1713369188.3425
MEM 28.679688 1713369188.4427
MEM 28.679688 1713369188.5430
MEM 28.679688 1713369188.6432
MEM 28.679688 1713369188.7434
MEM 28.679688 1713369188.8436
MEM 28.679688 1713369188.9438
MEM 28.679688 1713369189.0440
MEM 28.679688 1713369189.1442
MEM 28.679688 1713369189.2444
MEM 28.679688 1713369189.3446
MEM 28.679688 1713369189.4449
MEM 28.679688 1713369189.5451
MEM 28.679688 1713369189.6453
MEM 28.679688 1713369189.7455
MEM 28.679688 1713369189.8457
MEM 28.679688 1713369189.9459
MEM 28.679688 1713369190.0461
MEM 28.679688 1713369190.1463
MEM 28.679688 1713369190.2465
MEM 28.679688 1713369190.3467
MEM 28.679688 1713369190.4469
MEM 28.679688 1713369190.5471
MEM 28.679688 1713369190.6474
MEM 28.679688 1713369190.7476
MEM 28.679688 1713369190.8478
MEM 28.679688 1713369190.9480
MEM 28.679688 1713369191.0482
MEM 28.679688 1713369191.1484
MEM 28.679688 1713369191.2487
MEM 28.679688 1713369191.3489
MEM 28.679688 1713369191.4491
MEM 28.679688 1713369191.5493
MEM 28.679688 1713369191.6495
MEM 28.679688 1713369191.7497
MEM 28.679688 1713369191.8500
MEM 28.679688 1713369191.9502
MEM 28.679688 1713369192.0504
MEM 28.679688 1713369192.1506
MEM 28.679688 1713369192.2509
MEM 28.679688 1713369192.3511
MEM 28.679688 1713369192.4513
MEM 28.679688 1713369192.5515
MEM 28.679688 1713369192.6518
MEM 28.679688 1713369192.7520
MEM 28.679688 1713369192.8522
MEM 28.679688 1713369192.9525
MEM 28.679688 1713369193.0527
MEM 28.679688 1713369193.1529
MEM 28.679688 1713369193.2532
MEM 28.679688 1713369193.3534
MEM 28.679688 1713369193.4536
MEM 28.679688 1713369193.5538
MEM 28.679688 1713369193.6541
MEM 28.679688 1713369193.7543
MEM 28.679688 1713369193.8545
MEM 28.679688 1713369193.9547
MEM 28.679688 1713369194.0550
MEM 28.679688 1713369194.1552
MEM 28.679688 1713369194.2555
MEM 28.679688 1713369194.3557
MEM 28.679688 1713369194.4559
MEM 28.679688 1713369194.5562
MEM 28.679688 1713369194.6565
MEM 28.679688 1713369194.7569
MEM 28.679688 1713369194.8572
MEM 28.679688 1713369194.9574
MEM 28.679688 1713369195.0576
MEM 28.679688 1713369195.1578
MEM 28.679688 1713369195.2580
MEM 28.679688 1713369195.3583
MEM 28.679688 1713369195.4585
MEM 28.679688 1713369195.5587
